,# Identifier,Cytoplasmic effector,Apoplastic effector,Non-effector,Prediction,Orthogroup
27401,mpi|P26|1900406|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_406,Y (0.546),-,-,Cytoplasmic effector,OG0002741
29448,mpi|P27|500345|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_345,Y (0.546),-,-,Cytoplasmic effector,OG0002741
29718,mpi|P28|320048|Fgenesh_Torrubiella_hemipterigena|contig_32_gene_48,Y (0.546),-,-,Cytoplasmic effector,OG0002741
31904,mpi|P29|1700335|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_335,Y (0.546),-,-,Cytoplasmic effector,OG0002741
32513,mpi|P2|70061|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_61,Y (0.543),-,-,Cytoplasmic effector,OG0002741
34967,mpi|P30|200915|Fgenesh_Torrubiella_hemipterigena|scaffold_2_gene_915,Y (0.502),-,-,Cytoplasmic effector,OG0002741
36049,mpi|P31|1000334|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_334,Y (0.543),-,-,Cytoplasmic effector,OG0002741
37147,mpi|P32|1500382|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_382,Y (0.546),-,-,Cytoplasmic effector,OG0002741
38476,mpi|P33|100024|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_24,Y (0.546),-,-,Cytoplasmic effector,OG0002741
39688,mpi|P340|1300602|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_602,Y (0.552),-,-,Cytoplasmic effector,OG0002741
41444,mpi|P34|1900337|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_337,Y (0.546),-,-,Cytoplasmic effector,OG0002741
42801,mpi|P35|2600334|Fgenesh_Torrubiella_hemipterigena|contig_26_gene_334,Y (0.552),-,-,Cytoplasmic effector,OG0002741
44399,mpi|P36|4100336|Fgenesh_Torrubiella_hemipterigena|contig_41_gene_336,Y (0.546),-,-,Cytoplasmic effector,OG0002741
45577,mpi|P38|2500290|Fgenesh_Torrubiella_hemipterigena|contig_25_gene_290,Y (0.546),-,-,Cytoplasmic effector,OG0002741
47489,mpi|P39|3200492|Fgenesh_Torrubiella_hemipterigena|contig_32_gene_492,Y (0.546),-,-,Cytoplasmic effector,OG0002741
48469,mpi|P3|1100330|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_330,Y (0.543),-,-,Cytoplasmic effector,OG0002741
51771,mpi|P41|1400600|Fgenesh_Torrubiella_hemipterigena|contig_14_gene_600,Y (0.546),-,-,Cytoplasmic effector,OG0002741
52406,mpi|P421|100589|Fgenesh_Torrubiella_hemipterigena|contig_1_gene_589,Y (0.546),-,-,Cytoplasmic effector,OG0002741
54060,mpi|P42|1400451|Fgenesh_Torrubiella_hemipterigena|contig_14_gene_451,Y (0.546),-,-,Cytoplasmic effector,OG0002741
55103,mpi|P43|200335|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_335,Y (0.546),-,-,Cytoplasmic effector,OG0002741
56960,mpi|P44|900335|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_335,Y (0.546),-,-,Cytoplasmic effector,OG0002741
57948,mpi|P455|600603|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_603,Y (0.546),-,-,Cytoplasmic effector,OG0002741
59787,mpi|P45|300335|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_335,Y (0.546),-,-,Cytoplasmic effector,OG0002741
61398,mpi|P46|2600628|Fgenesh_Torrubiella_hemipterigena|contig_26_gene_628,Y (0.543),-,-,Cytoplasmic effector,OG0002741
62108,mpi|P47|110046|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_46,Y (0.512),-,-,Cytoplasmic effector,OG0002741
63719,mpi|P48|190072|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_72,Y (0.546),-,-,Cytoplasmic effector,OG0002741
64940,mpi|P49|260017|Fgenesh_Torrubiella_hemipterigena|contig_26_gene_17,Y (0.543),-,-,Cytoplasmic effector,OG0002741
66864,mpi|P4|1600520|Fgenesh_Torrubiella_hemipterigena|contig_16_gene_520,Y (0.546),-,-,Cytoplasmic effector,OG0002741
68341,mpi|P50|2100598|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_598,Y (0.543),-,-,Cytoplasmic effector,OG0002741
69907,mpi|P51|1300595|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_595,Y (0.546),-,-,Cytoplasmic effector,OG0002741
71303,mpi|P52|1500184|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_184,Y (0.546),-,-,Cytoplasmic effector,OG0002741
72848,mpi|P54|600613|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_613,Y (0.543),-,-,Cytoplasmic effector,OG0002741
74202,mpi|P55|400324|Fgenesh_Torrubiella_hemipterigena|contig_4_gene_324,Y (0.543),-,-,Cytoplasmic effector,OG0002741
75482,mpi|P56|2400613|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_613,Y (0.543),-,-,Cytoplasmic effector,OG0002741
76619,mpi|P57|1300326|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_326,Y (0.543),-,-,Cytoplasmic effector,OG0002741
78177,mpi|P58|1100626|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_626,Y (0.543),-,-,Cytoplasmic effector,OG0002741
79378,mpi|P59|2300328|Fgenesh_Torrubiella_hemipterigena|contig_23_gene_328,Y (0.543),-,-,Cytoplasmic effector,OG0002741
80817,mpi|P5|2800266|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_266,Y (0.552),-,-,Cytoplasmic effector,OG0002741
82608,mpi|P60|800323|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_323,Y (0.543),-,-,Cytoplasmic effector,OG0002741
83822,mpi|P612|1500594|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_594,Y (0.546),-,-,Cytoplasmic effector,OG0002741
84955,mpi|P61|1200335|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_335,Y (0.546),-,-,Cytoplasmic effector,OG0002741
86523,mpi|P62|1800628|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_628,Y (0.543),-,-,Cytoplasmic effector,OG0002741
88114,mpi|P63|300606|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_606,Y (0.546),-,-,Cytoplasmic effector,OG0002741
91155,mpi|P65|1300601|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_601,Y (0.543),-,-,Cytoplasmic effector,OG0002741
91693,mpi|P66|600339|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_339,Y (0.546),-,-,Cytoplasmic effector,OG0002741
93056,mpi|P67|1900102|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_102,Y (0.543),-,-,Cytoplasmic effector,OG0002741
94870,mpi|P68|4500341|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_341,Y (0.546),-,-,Cytoplasmic effector,OG0002741
95881,mpi|P6|190047|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_47,Y (0.506),-,-,Cytoplasmic effector,OG0002741
98245,mpi|P7|2800402|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_402,Y (0.543),-,-,Cytoplasmic effector,OG0002741
99159,mpi|P8|900576|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_576,Y (0.543),-,-,Cytoplasmic effector,OG0002741
99942,mpi|P9|110032|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_32,Y (0.543),-,-,Cytoplasmic effector,OG0002741
2853,mpi|P11|200027|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_27,-,Y (0.554),-,Apoplastic effector,OG0002785
13274,mpi|P17|8400521|Fgenesh_Torrubiella_hemipterigena|contig_84_gene_521,-,Y (0.558),-,Apoplastic effector,OG0002785
23163,mpi|P23|2700319|Fgenesh_Torrubiella_hemipterigena|contig_27_gene_319,-,Y (0.57),-,Apoplastic effector,OG0002785
24234,mpi|P24|3500129|Fgenesh_Torrubiella_hemipterigena|contig_35_gene_129,-,Y (0.558),-,Apoplastic effector,OG0002785
31912,mpi|P29|1700418|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_418,-,Y (0.558),-,Apoplastic effector,OG0002785
39680,mpi|P340|1300520|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_520,-,Y (0.558),-,Apoplastic effector,OG0002785
64945,mpi|P49|2600109|Fgenesh_Torrubiella_hemipterigena|contig_26_gene_109,-,Y (0.56),-,Apoplastic effector,OG0002785
80825,mpi|P5|2800349|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_349,-,Y (0.558),-,Apoplastic effector,OG0002785
82614,mpi|P60|800412|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_412,-,Y (0.558),-,Apoplastic effector,OG0002785
100119,mpi|P9|20061|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_61,-,Y (0.543),-,Apoplastic effector,OG0002785
479,mpi|P10|3800417|Fgenesh_Torrubiella_hemipterigena|contig_38_gene_417,Y (0.531),-,-,Cytoplasmic effector,OG0002787
2851,mpi|P11|200024|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_24,Y (0.528),-,-,Cytoplasmic effector,OG0002787
4303,mpi|P12|2100141|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_141,Y (0.54),-,-,Cytoplasmic effector,OG0002787
6898,mpi|P13|3800521|Fgenesh_Torrubiella_hemipterigena|contig_38_gene_521,Y (0.528),-,-,Cytoplasmic effector,OG0002787
13272,mpi|P17|8400518|Fgenesh_Torrubiella_hemipterigena|contig_84_gene_518,Y (0.532),-,-,Cytoplasmic effector,OG0002787
17208,mpi|P1|900420|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_420,Y (0.532),-,-,Cytoplasmic effector,OG0002787
18852,mpi|P20|1400463|Fgenesh_Torrubiella_hemipterigena|contig_14_gene_463,Y (0.524),-,-,Cytoplasmic effector,OG0002787
20300,mpi|P21|200412|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_412,Y (0.532),-,-,Cytoplasmic effector,OG0002787
22123,mpi|P22|300534|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_534,Y (0.525),-,-,Cytoplasmic effector,OG0002787
23161,mpi|P23|2700316|Fgenesh_Torrubiella_hemipterigena|contig_27_gene_316,Y (0.539),-,-,Cytoplasmic effector,OG0002787
24236,mpi|P24|3500131|Fgenesh_Torrubiella_hemipterigena|contig_35_gene_131,Y (0.532),-,-,Cytoplasmic effector,OG0002787
25940,mpi|P25|6800246|Fgenesh_Torrubiella_hemipterigena|contig_68_gene_246,Y (0.532),-,-,Cytoplasmic effector,OG0002787
31914,mpi|P29|1700420|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_420,Y (0.532),-,-,Cytoplasmic effector,OG0002787
32751,mpi|P2|300559|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_559,Y (0.524),-,-,Cytoplasmic effector,OG0002787
34987,mpi|P30|2001149|Fgenesh_Torrubiella_hemipterigena|scaffold_2_gene_1149,Y (0.556),-,-,Cytoplasmic effector,OG0002787
36058,mpi|P31|1000425|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_425,Y (0.527),-,-,Cytoplasmic effector,OG0002787
41453,mpi|P34|1900427|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_427,Y (0.529),-,-,Cytoplasmic effector,OG0002787
45587,mpi|P38|2500377|Fgenesh_Torrubiella_hemipterigena|contig_25_gene_377,Y (0.527),-,-,Cytoplasmic effector,OG0002787
48477,mpi|P3|1100419|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_419,Y (0.532),-,-,Cytoplasmic effector,OG0002787
54051,mpi|P42|1400362|Fgenesh_Torrubiella_hemipterigena|contig_14_gene_362,Y (0.527),-,-,Cytoplasmic effector,OG0002787
57938,mpi|P455|600517|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_517,Y (0.527),-,-,Cytoplasmic effector,OG0002787
61389,mpi|P46|2600540|Fgenesh_Torrubiella_hemipterigena|contig_26_gene_540,Y (0.524),-,-,Cytoplasmic effector,OG0002787
63663,mpi|P48|80018|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_18,Y (0.532),-,-,Cytoplasmic effector,OG0002787
66855,mpi|P4|1600432|Fgenesh_Torrubiella_hemipterigena|contig_16_gene_432,Y (0.527),-,-,Cytoplasmic effector,OG0002787
68333,mpi|P50|2100509|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_509,Y (0.53),-,-,Cytoplasmic effector,OG0002787
72840,mpi|P54|600522|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_522,Y (0.532),-,-,Cytoplasmic effector,OG0002787
74210,mpi|P55|400413|Fgenesh_Torrubiella_hemipterigena|contig_4_gene_413,Y (0.53),-,-,Cytoplasmic effector,OG0002787
75474,mpi|P56|2400522|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_522,Y (0.532),-,-,Cytoplasmic effector,OG0002787
76627,mpi|P57|1300414|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_414,Y (0.529),-,-,Cytoplasmic effector,OG0002787
78168,mpi|P58|1100535|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_535,Y (0.529),-,-,Cytoplasmic effector,OG0002787
79386,mpi|P59|2300422|Fgenesh_Torrubiella_hemipterigena|contig_23_gene_422,Y (0.523),-,-,Cytoplasmic effector,OG0002787
80827,mpi|P5|2800352|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_352,Y (0.534),-,-,Cytoplasmic effector,OG0002787
82616,mpi|P60|800415|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_415,Y (0.529),-,-,Cytoplasmic effector,OG0002787
86515,mpi|P62|1800536|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_536,Y (0.525),-,-,Cytoplasmic effector,OG0002787
93047,mpi|P67|190014|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_14,Y (0.535),-,-,Cytoplasmic effector,OG0002787
95889,mpi|P6|1900142|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_142,Y (0.534),-,-,Cytoplasmic effector,OG0002787
98236,mpi|P7|2800311|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_311,Y (0.526),-,-,Cytoplasmic effector,OG0002787
99150,mpi|P8|900486|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_486,Y (0.523),-,-,Cytoplasmic effector,OG0002787
47475,mpi|P39|3200364|Fgenesh_Torrubiella_hemipterigena|contig_32_gene_364,-,Y (0.502),-,Apoplastic effector,OG0002805
52391,mpi|P421|100462|Fgenesh_Torrubiella_hemipterigena|contig_1_gene_462,-,Y (0.502),-,Apoplastic effector,OG0002805
57932,mpi|P455|600477|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_477,-,Y (0.502),-,Apoplastic effector,OG0002805
62173,mpi|P47|1900113|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_113,-,Y (0.51),-,Apoplastic effector,OG0002815
68316,mpi|P50|2100433|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_433,-,Y (0.52),-,Apoplastic effector,OG0002815
423,mpi|P10|1400402|Fgenesh_Torrubiella_hemipterigena|contig_14_gene_402,-,Y (0.515),-,Apoplastic effector,OG0002822
2501,jgi|P117|274913|MIX1410_6_39,-,Y (0.5),-,Apoplastic effector,OG0002822
2925,mpi|P11|1900169|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_169,-,Y (0.507),-,Apoplastic effector,OG0002822
4499,mpi|P12|2200105|Fgenesh_Torrubiella_hemipterigena|contig_22_gene_105,-,Y (0.515),-,Apoplastic effector,OG0002822
6870,mpi|P13|3800403|Fgenesh_Torrubiella_hemipterigena|contig_38_gene_403,-,Y (0.511),-,Apoplastic effector,OG0002822
11971,jgi|P16|312858|estExt_fgenesh1_pm.C_60280,-,Y (0.746),-,Apoplastic effector,OG0002822
14727,mpi|P18|72006|Fgenesh_Torrubiella_hemipterigena|contig_72_gene_6,-,Y (0.512),-,Apoplastic effector,OG0002822
16638,mpi|P19|6500190|Fgenesh_Torrubiella_hemipterigena|contig_65_gene_190,-,Y (0.512),-,Apoplastic effector,OG0002822
22098,mpi|P22|300417|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_417,-,Y (0.515),-,Apoplastic effector,OG0002822
25913,mpi|P25|6800133|Fgenesh_Torrubiella_hemipterigena|contig_68_gene_133,-,Y (0.504),-,Apoplastic effector,OG0002822
32726,mpi|P2|300441|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_441,-,Y (0.515),-,Apoplastic effector,OG0002822
36088,mpi|P31|1000549|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_549,-,Y (0.515),-,Apoplastic effector,OG0002822
48503,mpi|P3|1100533|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_533,-,Y (0.515),-,Apoplastic effector,OG0002822
49818,mpi|P40|800141|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_141,-,Y (0.595),-,Apoplastic effector,OG0002822
56992,mpi|P44|900539|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_539,-,Y (0.566),-,Apoplastic effector,OG0002822
57912,mpi|P455|600405|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_405,-,Y (0.516),-,Apoplastic effector,OG0002822
59819,mpi|P45|300539|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_539,-,Y (0.566),-,Apoplastic effector,OG0002822
61363,mpi|P46|2600422|Fgenesh_Torrubiella_hemipterigena|contig_26_gene_422,-,Y (0.515),-,Apoplastic effector,OG0002822
62183,mpi|P47|1900140|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_140,-,Y (0.594),-,Apoplastic effector,OG0002822
68305,mpi|P50|2100398|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_398,-,Y (0.515),-,Apoplastic effector,OG0002822
74236,mpi|P55|400534|Fgenesh_Torrubiella_hemipterigena|contig_4_gene_534,-,Y (0.515),-,Apoplastic effector,OG0002822
79414,mpi|P59|2300542|Fgenesh_Torrubiella_hemipterigena|contig_23_gene_542,-,Y (0.517),-,Apoplastic effector,OG0002822
82644,mpi|P60|800535|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_535,-,Y (0.518),-,Apoplastic effector,OG0002822
86489,mpi|P62|1800417|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_417,-,Y (0.511),-,Apoplastic effector,OG0002822
93021,mpi|P67|1200410|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_410,-,Y (0.515),-,Apoplastic effector,OG0002822
94566,mpi|P68|33006|Fgenesh_Torrubiella_hemipterigena|contig_33_gene_6,-,Y (0.512),-,Apoplastic effector,OG0002822
95913,mpi|P6|1900252|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_252,-,Y (0.504),-,Apoplastic effector,OG0002822
98211,mpi|P7|2800198|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_198,-,Y (0.515),-,Apoplastic effector,OG0002822
407,mpi|P10|1400222|Fgenesh_Torrubiella_hemipterigena|contig_14_gene_222,-,Y (0.701),-,Apoplastic effector,OG0002916
1531,jgi|P117|163659|estExt_Genewise1.C_230083,-,Y (0.565),-,Apoplastic effector,OG0002916
2891,mpi|P11|2800223|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_223,-,Y (0.701),-,Apoplastic effector,OG0002916
4514,mpi|P12|2200282|Fgenesh_Torrubiella_hemipterigena|contig_22_gene_282,-,Y (0.652),-,Apoplastic effector,OG0002916
6853,mpi|P13|3800220|Fgenesh_Torrubiella_hemipterigena|contig_38_gene_220,-,Y (0.615),-,Apoplastic effector,OG0002916
7202,mpi|P143|200730|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_730,-,Y (0.585),-,Apoplastic effector,OG0002916
8810,mpi|P14|1600210|Fgenesh_Torrubiella_hemipterigena|contig_16_gene_210,-,Y (0.588),-,Apoplastic effector,OG0002916
10627,mpi|P15|1600616|Fgenesh_Torrubiella_hemipterigena|contig_16_gene_616,-,Y (0.588),-,Apoplastic effector,OG0002916
12235,jgi|P16|333042|gm1.10492_g,-,Y (0.585),-,Apoplastic effector,OG0002916
13231,mpi|P17|8400208|Fgenesh_Torrubiella_hemipterigena|contig_84_gene_208,-,Y (0.614),-,Apoplastic effector,OG0002916
14740,mpi|P18|7200191|Fgenesh_Torrubiella_hemipterigena|contig_72_gene_191,-,Y (0.609),-,Apoplastic effector,OG0002916
16625,mpi|P19|65003|Fgenesh_Torrubiella_hemipterigena|contig_65_gene_3,-,Y (0.609),-,Apoplastic effector,OG0002916
17253,mpi|P1|900714|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_714,-,Y (0.701),-,Apoplastic effector,OG0002916
18807,mpi|P20|1400166|Fgenesh_Torrubiella_hemipterigena|contig_14_gene_166,-,Y (0.555),-,Apoplastic effector,OG0002916
20343,mpi|P21|200694|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_694,-,Y (0.653),-,Apoplastic effector,OG0002916
22079,mpi|P22|300239|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_239,-,Y (0.584),-,Apoplastic effector,OG0002916
23125,mpi|P23|270042|Fgenesh_Torrubiella_hemipterigena|contig_27_gene_42,-,Y (0.646),-,Apoplastic effector,OG0002916
24277,mpi|P24|3500432|Fgenesh_Torrubiella_hemipterigena|contig_35_gene_432,-,Y (0.588),-,Apoplastic effector,OG0002916
25523,mpi|P25|700207|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_207,-,Y (0.585),-,Apoplastic effector,OG0002916
27354,mpi|P26|190011|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_11,-,Y (0.585),-,Apoplastic effector,OG0002916
29495,mpi|P27|500736|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_736,-,Y (0.588),-,Apoplastic effector,OG0002916
29963,mpi|P28|400110|Fgenesh_Torrubiella_hemipterigena|contig_4_gene_110,-,Y (0.588),-,Apoplastic effector,OG0002916
31955,mpi|P29|1700729|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_729,-,Y (0.585),-,Apoplastic effector,OG0002916
32707,mpi|P2|300256|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_256,-,Y (0.643),-,Apoplastic effector,OG0002916
34955,mpi|P30|200651|Fgenesh_Torrubiella_hemipterigena|scaffold_2_gene_651,-,Y (0.555),-,Apoplastic effector,OG0002916
35601,mpi|P31|2200219|Fgenesh_Torrubiella_hemipterigena|contig_22_gene_219,-,Y (0.703),-,Apoplastic effector,OG0002916
37079,mpi|P32|360066|Fgenesh_Torrubiella_hemipterigena|contig_36_gene_66,-,Y (0.605),-,Apoplastic effector,OG0002916
38395,mpi|P33|2600141|Fgenesh_Torrubiella_hemipterigena|contig_26_gene_141,-,Y (0.605),-,Apoplastic effector,OG0002916
39637,mpi|P340|1300213|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_213,-,Y (0.588),-,Apoplastic effector,OG0002916
41492,mpi|P34|1900728|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_728,-,Y (0.561),-,Apoplastic effector,OG0002916
42736,mpi|P35|1600286|Fgenesh_Torrubiella_hemipterigena|contig_16_gene_286,-,Y (0.59),-,Apoplastic effector,OG0002916
43881,mpi|P36|2400201|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_201,-,Y (0.585),-,Apoplastic effector,OG0002916
45367,mpi|P38|1500214|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_214,-,Y (0.648),-,Apoplastic effector,OG0002916
47444,mpi|P39|320098|Fgenesh_Torrubiella_hemipterigena|contig_32_gene_98,-,Y (0.585),-,Apoplastic effector,OG0002916
48519,mpi|P3|1100711|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_711,-,Y (0.636),-,Apoplastic effector,OG0002916
49831,mpi|P40|800334|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_334,-,Y (0.6),-,Apoplastic effector,OG0002916
51723,mpi|P41|1400206|Fgenesh_Torrubiella_hemipterigena|contig_14_gene_206,-,Y (0.585),-,Apoplastic effector,OG0002916
52358,mpi|P421|100203|Fgenesh_Torrubiella_hemipterigena|contig_1_gene_203,-,Y (0.609),-,Apoplastic effector,OG0002916
54009,mpi|P42|140047|Fgenesh_Torrubiella_hemipterigena|contig_14_gene_47,-,Y (0.583),-,Apoplastic effector,OG0002916
55150,mpi|P43|200724|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_724,-,Y (0.584),-,Apoplastic effector,OG0002916
56515,mpi|P44|200205|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_205,-,Y (0.588),-,Apoplastic effector,OG0002916
57899,mpi|P455|600208|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_208,-,Y (0.588),-,Apoplastic effector,OG0002916
59261,mpi|P45|130052|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_52,-,Y (0.588),-,Apoplastic effector,OG0002916
61344,mpi|P46|2600242|Fgenesh_Torrubiella_hemipterigena|contig_26_gene_242,-,Y (0.643),-,Apoplastic effector,OG0002916
62195,mpi|P47|1900335|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_335,-,Y (0.633),-,Apoplastic effector,OG0002916
63700,mpi|P48|800320|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_320,-,Y (0.588),-,Apoplastic effector,OG0002916
65205,mpi|P49|50071|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_71,-,Y (0.535),-,Apoplastic effector,OG0002916
66820,mpi|P4|1600131|Fgenesh_Torrubiella_hemipterigena|contig_16_gene_131,-,Y (0.648),-,Apoplastic effector,OG0002916
68288,mpi|P50|2100221|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_221,-,Y (0.612),-,Apoplastic effector,OG0002916
69861,mpi|P51|1300199|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_199,-,Y (0.585),-,Apoplastic effector,OG0002916
71348,mpi|P52|1500576|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_576,-,Y (0.588),-,Apoplastic effector,OG0002916
72790,mpi|P54|600224|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_224,-,Y (0.703),-,Apoplastic effector,OG0002916
74254,mpi|P55|400716|Fgenesh_Torrubiella_hemipterigena|contig_4_gene_716,-,Y (0.577),-,Apoplastic effector,OG0002916
75424,mpi|P56|2400224|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_224,-,Y (0.703),-,Apoplastic effector,OG0002916
76559,mpi|P57|300242|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_242,-,Y (0.583),-,Apoplastic effector,OG0002916
78121,mpi|P58|1100238|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_238,-,Y (0.656),-,Apoplastic effector,OG0002916
79435,mpi|P59|2300720|Fgenesh_Torrubiella_hemipterigena|contig_23_gene_720,-,Y (0.601),-,Apoplastic effector,OG0002916
